545144 4052151 50557
545142 4052152 50555
545140 4052152 50555
545137 4052152 50558
545134 4052152 50559
545132 4052151 50562
545129 4052150 50558
545127 4052149 50559
545124 4052149 50563
545122 4052149 50558
545119 4052149 50561
545117 4052149 50559
545115 4052149 50562
545113 4052149 50560
545109 4052149 50561
545103 4052150 50557
545101 4052151 50557
545098 4052150 50559
545096 4052150 50557
545094 4052151 50559
545091 4052150 50561
545089 4052150 50561
545086 4052150 50561
545083 4052150 50559
545081 4052150 50560
545079 4052150 50555
545076 4052150 50545
545073 4052150 50544
545071 4052150 50556
545069 4052150 50563
545066 4052150 50563
545064 4052151 50564
545062 4052151 50557
545059 4052151 50555
545056 4052151 50561
545054 4052151 50551
545052 4052152 50557
545049 4052152 50553
545046 4052152 50552
545044 4052152 50554
545041 4052152 50561
545039 4052151 50559
545037 4052151 50558
545035 4052150 50558
545033 4052151 50554
545031 4052151 50540
545029 4052152 50552
545027 4052152 50549
545024 4052152 50558
545022 4052151 50556
545020 4052150 50559
545018 4052149 50560
545015 4052149 50562
545013 4052148 50561
545010 4052148 50554
545008 4052147 50552
545006 4052147 50554
545003 4052147 50565
545001 4052147 50564
544999 4052148 50556
544996 4052147 50557
544994 4052147 50553
544992 4052147 50555
544990 4052147 50556
544988 4052146 50558
544986 4052147 50555
544983 4052147 50554
544983 4052147 50547
544983 4052148 50546
544984 4052148 50546
544984 4052148 50545
544983 4052148 50543
544981 4052148 50540
544973 4052150 50540
544974 4052150 50540
544973 4052150 50540
544973 4052151 50540
544339 4052231 50563
544340 4052229 50567
544341 4052226 50565
544341 4052224 50562
544341 4052222 50561
544342 4052219 50563
544343 4052217 50563
544344 4052215 50566
544343 4052213 50564
544344 4052211 50572
544345 4052209 50572
544345 4052206 50568
544345 4052204 50570
544344 4052202 50567
544344 4052199 50568
544345 4052197 50570
544345 4052194 50574
544346 4052192 50576
544345 4052190 50568
544346 4052187 50565
544345 4052185 50556
544345 4052182 50554
544344 4052180 50560
544345 4052178 50562
544344 4052175 50564
544344 4052173 50561
544343 4052171 50559
544342 4052169 50566
544342 4052166 50565
544341 4052164 50570
544341 4052162 50569
544342 4052159 50566
544341 4052157 50559
544341 4052154 50566
544341 4052152 50570
